Esperando vc falar "quero assistir um pipocão só explosão , porrada e testosterona" pra levar velozes e furiosos	Positivo
tipo velozes e furiosos q os cara ja desistiu dos carro e agr so quer sabe de porrada e explosão	Negativo
ontem eu assisti o velozes e furiosos em english ta lgd mas porra ali é só luta e pa e tinha mais explosão q dialogo então tava suave	Positivo
Meu malvado favorito 3 é explosão de fofura! Eu amo demais hauehsksjdjshd	Positivo
explosão de tnts, era jurassica, encantando coisas, minerando, caindo na lava, parkour, luta, batman vs coringa, homem aranha vs venom	Positivo
esse novo homem aranha o diretor diz que tá chei de ideia... já começa errado aí, todo mundo sabe que cinema é explosão carro e mulheril	Negativo
Homem-Aranha de Andrew Garfield acharam exagero a explosão no céu com o "vírus" Lagarto. No novo o piá vira um avião com a teia e tá td ok!	Negativo
@DanielSFurlan @caitomainier não assistam homem aranha . Pouca cena de explosão , muito diálogo adolescente e nenhuma cena de alta velocidade	Negativo
eu+você+pizza+coca-cola+ homem-aranha de volta ao lar= explosão de emoções	Positivo
@benjaminback Vc viu o comercial de um banco? Quebra tabus, uma menina, futebol e a explosão do GOL! #mulhermaravilha #mulhernofutebol	Neutro
Confirmaram Mulher Maravilha 2	Neutro
na hora que doomsday solta uma explosao o batman sai correndo pra de tras do escudo da mulher maravilha KKKKKKKKKKKKKKKKKKKKKKKK	Neutro
do jeito que é a briga entre defensores do frio x amantes do calor parece que se chegar num consenso o clima vai ser aquele pra sempre	Neutro
Defensores da Cersei passem mais vergonha e por favor n tentem matar ngm em uma explosão	Neutro
mano baywatch eh tao bom serio assistam tem mulher gostosa the rock zac efron se fudendo explosão destruição em massa annabeth do percy j.	Positivo
Proofe! Seria certo associar os cangaceiros a uma ideia de mercenários ? Manda beijo aqui pro Sul!! #proenemaovivo @marcelolameirao	Neutro
beijo estilo velozes e furiosos	Neutro
obrigada irmã *levanto e beijo o rosto da anabelle , me sento de novo*	Positivo
Um beijo pra quem sonhou com a freira do Invocação do Mal essa noite e quase morreu de infarto kkkkkkkkk	Positivo
Se eu fosse a Bela do crepusculo n ia ter filme pq amo tanto pão de alho q ia matar meu namorado-vampiro no primeiro beijo	Positivo
Meta de vida é ir com a cremosa na roda gigante e dar aquele beijo do crepúsculo laa no topo	Neutro
Quem nasceu Crepúsculo já mais será Harry Potter. Um beijo de luz pros haters #HarryPotter20	Neutro
Vou tomar banho e ir pro cinema ver Meu Malvado Favorito , beijo .	Neutro
Quer me agradar é me dar beijo na testa, Deus eu fico igual a menininha do meu malvado favorito	Positivo
Um beijo pra quem desistiu da prova de métodos e ta assistindo Meu Malvado Favorito	Positivo
@Letzz12 queria dizer q te odeio por nao ir assistir comigo meu malvado favorito 3, beijo	Neutro
Queria dizer que assisti meu malvado favorito 3, e fiquei apaixonada, beijo beijo	Positivo
hoje eu só queria pegar essa quinta do beijo e assistir a estreia do meu malvado favorito	Positivo
Sdds do beijo dela	Neutro
— Me dá um beijo ? —Mas eu tô gripado. — Deixa de besteira. — É sério. — Na saúde e na doença, lembra?'' — Querido John .	Neutro
— Me dá um beijo ? —Mas eu tô gripado. — Deixa de besteira. — É sério. — Na saúde e na doença, lembra?' — Querido John .	Neutro
HAHAHAHAHAHAHAHA UM BEIJO DE HOMEM ARANHA SUA CAVALA	Neutro
"Eu sempre quis dar beijo de homem aranha " kkkkkkk	Neutro
minha amiga tá assistindo the oc e acabou de terminar um ep que teve referência do beijo de homem aranha fiquei apaixonada que fofo	Positivo
oi bebe me da um beijo pea cada vez que a globo passou homem aranha	Neutro
se eu morrer de passar mal dps das coisas q comi pelo menos vou em paz por saber q cumpri minha meta de dar um beijo estilo homem aranha	Positivo
Grey Worm mandou um beijo pra Mulher Maravilha . O amor é nossa maior fragilidade, e o q motiva nosso heroismo.	Positivo
Mulher maravilha , eu te amo muito , você não faz ideia do bem que me faz, do seu sorriso. Me manda um beijo please	Positivo
Beijo tia vera	Positivo
Acho que eu tava quase te deixando O seu beijo sempre acaba complicando Vou ficar mais um pouquinho por enquanto	Positivo
Cada foto que eu curto eu beijo a tela do celular, se fosse personagem de um desenho seria a mulher maravilha	Neutro
Poderiam ter trocado a atriz americana por você para atuar no filme Mulher Maravilha , 1000 vezes melhor! Bom final de semana! beijo	Negativo
um beijo pra quem administra as contas dos defensores no twitter	Positivo
Boa tarde minha princesa manda um beijo pra o grupo defensores da emilly	Neutro
vou ir assistir o poderoso chefinho , beijo amores	Neutro
Estádio não tem culpa, tem que quebrar carro dos jogadores e diretoria, mercenários do caralho...	Negativo
Tem que quebrar o carro de qtos jogadores/ mercenários pra essas merdas jogarem?	Negativo
Esse grupo precisa de um choque quem não se esforça corta salário time de mercenários estão puxando o carro	Negativo
Eu achava que eu andava rápido com carro , mas seu Henrique é velozes e furiosos naa ruazinhas ahahah	Neutro
Com esse preço da gasolina o próximo velozes e furiosos vai ser só com carro 1.0	Negativo
o que vocês acham sobre velozes e furiosos antes eles eram ladrões de carro e agora eles se tornaram agentes especiais rss	Neutro
meu sonho de princesa é participar de um racha igual desses filmes " velozes e furiosos " com um carro bem foda e todo rosinha	Neutro
menino sla.. eu acho muito humor de hetero.. ai coloca os carro e mulher gostosa no meio parece que to vendo velozes e furiosos .. gosto não	Negativo
Confesso que depois que comecei a dirigir e comprei meu carro , um dos meus filmes favoritos é velozes e furiosos , nem vou dizer o porque	Positivo
Depois sonhei que eu ia pro cinema assistir um filme q eu não lembro, ai aparecia a anabelle dirigindo um carro pra promo o filme ?????	Neutro
*entro, coloco o cinto e ligo o carro * vamos? *ligo o som e sigo para a escola*	Neutro
*respiro fundo* vai dar tudo certo *rio e vou em direção ao meu carro e coloco minhas malas na mala do carro * vamos malia traz sua mala	Neutro
acordei atrasada, o pneu do carro furou, fui arrumar e tive que trocar os dois dianteiros, fiquei mais de 1 hra na borracharia, q dia ein	Negativo
Kelly disse que carro é com k, mds kkkkkkkkkkkkkkkkkkkkkkkkk	Neutro
Pegar o carro amanhã e levar os menino no cinema vê meu malvado favorito	Neutro
Quero ir no cinema assistir meu malvado favorito 3 com meu irmão, porém não tenho carro e o shopping continente é longe	Negativo
meu carro malvado favorito 6	Neutro
Amanhã vou ir pra Guarapuava com a mãe pra fazer revisão do carro e assistir meu malvado favorito 3 com meu irmão	Neutro
Carro 3, homem aranha, e agora meu malvado favorito quem aguenta ? Só meu namorado mesmo	Positivo
Tenho q ir ver logo meu malvado favorito é carro 3 mlk	Positivo
RT ‘ Meu Malvado Favorito 3’ e ‘Homem Aranha: De Volta ao Lar’ continuam em cartaz. O simpático carro de corrida, o lendário Relâmpago McQu…	Neutro
tô doido p ver meu malvado favorito no cinema mano, tomara q o carro do meu pai fique pronto logo kkk	Positivo
Meus pais falaram que íamos assistir Homem-Aranha mas quando chego no carro descubro que vamos assistir outro filme	Negativo
aquele momento q cê tá largada no sofá comendo salgadinho mexendo no celular, toca a música da mulher maravilha no carro de som na rua	Positivo
o famoso carro da mulher maravilha	Neutro
Vou pegar o carro hoje, meu Deus nem acredito	Positivo
To sendo mas invisível que o carro da mulher maravilha	Negativo
Minha mãe saiu do cinema dps de ver mulher maravilha cantando pneu e falando que o carro tava cheio de fogo	Positivo
Hoje passou um carro e gritou "olha lá a mulher maravilha " kkkk eu ri mt	Positivo
ou seja, agora vou sair na rua correndo igual o usain bolt e se vier um carro eu vou virar a mulher maravilha e voar, pq é o q dá p fazer	Positivo
Estamos tipo se beber não case ... Descobrir que abastecemos o carro 2:30 da manhã ou seje esse horário minha irmã já não tinha carteira!	Neutro
Ano passado teve os defensores de vidraça do Beira-Rio e de carro do Carraveta. Tem que colocar dedo na cara sim e tirar de lá a força.	Negativo
@jornal_cultura 1970 EM MEU CARRO TINHA BRASIL AME O OU DEIXE O. ACHO QUE VOU DEIXA LO NAS MÃOS DOS DEFENSORES DAS DIRETAS JA	Negativo
Eu vou quebrar o carro de todos os defensores desgraça pelada	Negativo
Hoje é um daqueles dia que só quero pegar o carro , colocar um som e só parar na praia, ficar observando o mar Mas aí eu acordei	Negativo
O carro pegou fogo lá no Bar celona mano kkkk	Neutro
Passando na rua, e vi o carro balançando tem gente metendo, tem gente metendo	Neutro
Vim lavar meu carro no shopping e aproveitei pra ir no cinema ....o único filme disponível no horário era Baywatch .	Negativo
Vcs precisam sair desse mundinho de vcs q 18 anos eh td de bom.. faculdade n eh american pie e cnh e carro n cai do céu	Negativo
podem até me chamarem de crazy, mais não sabe aonde nós vai, no carro já tá tipo have, nós tá tipo american pie ..	Neutro
Vcs precisam sair desse mundinho de vcs q 18 anos eh td de bom.. faculdade n eh american pie e cnh e carro n cai do céu	Negativo
meu carro ja ta tipo rave nos ta tipo american pie	Positivo
Da primeira vez que vi Velozes e Furiosos eu achava que a Letty e do Dom eram irmãos. Tomei mó susto quando eles se pegaram.	Neutro
UM GATO SE TACOU NO MEU PORTÃO, QUE SUSTO DO CARALHO	Negativo
levei um puta susto no trailer da Anabelle 2	Positivo
E tbm acho q esse Anabelle 2 ai vai barrar o primeiro, sdds tomar susto	Positivo
levei 3 susto assistindo o trailers de anabelle . Já quero ir na estrela desse filme	Positivo
Anabelle ? O chamado?? Eu pego cada susto é com o Herobrine aparecendo atrás do @DCZINHU e o @C0RUJ4YT gritando na série paranormal.	Negativo
Mano..fomos pro sítio (pensa num breu) daí assistimos invocação do mal 2...Justo na parte de susto , não me entra um gato preto pela janela	Positivo
Acabei de olhar invocação do mal 2.... Tomei cada susto com os meus dindos e minha mãe.... Kkkkkk.....	Positivo
Acabei de assistir invocação do mal 2, eu n senti medo, só levei susto , mas a história em si é massa	Positivo
Eu assisti invocação do mal 2 pela 11° vez de madrugada. Meus irmãos tudo gritando de susto e eu só rindo.	Positivo
só pq eu tomo susto não quer dizer q seja bom KKKKKKKKKKKKKK invocação do mal é horrível, tanto o 1 quanto o 2	Negativo
Fui ver invocação do mal um dia no cinema. Único susto que eu tomei foi o preço da pipoca. 18 conto	Negativo
to assistindo invocação do mal 2 com as gurias, millena ta deitada cmg e cada susto que ela leva ela se gruda em mim	Neutro
tô assistindo invocação do mal 2 pela milésima vez e ainda tomo susto nessa merda	Positivo
o gps do celular do meu pai tá com a voz do gru do meu malvado favorito e, toda vez eu levo um susto quando ele começa a falar	Neutro
